,factor,rmse
0,0.0,0.07668541770249776
1,0.1,0.07346729216232824
2,0.2,0.08191455689775674
3,0.30000000000000004,0.07741824554761427
4,0.4,0.07494093568372322
5,0.5,0.10242645989241622
6,0.6000000000000001,0.09547633948151729
7,0.7000000000000001,0.1050668473048236
8,0.8,0.10849868100219627
9,0.9,0.09295023168683617
10,1.0,0.08898310436258079
