,factor,rmse
0,0.0,0.07721000444914135
1,0.1,0.07828000796123734
2,0.2,0.07247847681478874
3,0.30000000000000004,0.09329758281404424
4,0.4,0.09679536302161802
5,0.5,0.09053228024137785
6,0.6000000000000001,0.08442271172344873
7,0.7000000000000001,0.08620337041375231
8,0.8,0.0989552113757255
9,0.9,0.09844162201364527
10,1.0,0.10346021291976668
